pmid,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
31431660,Microgravity inhibits decidualization via decreasing Akt activity and FOXO3a expression in human endometrial stromal cells,"Cho HJ, Baek MO, Khaliq SA, Chon SJ, Son KH, Lee SH, Yoon MS.",Sci Rep. 2019 Aug 20;9(1):12094. doi: 10.1038/s41598-019-48580-9.,Cho HJ,Sci Rep,2019,8/22/19,PMC6702225,,10.1038/s41598-019-48580-9
31474878,Effect of Time on Human Muscle Outcomes During Simulated Microgravity Exposure Without Countermeasures-Systematic Review,"Winnard A, Scott J, Waters N, Vance M, Caplan N.",Front Physiol. 2019 Aug 16;10:1046. doi: 10.3389/fphys.2019.01046. eCollection 2019.,Winnard A,Front Physiol,2019,9/3/19,PMC6707384,,10.3389/fphys.2019.01046
31417174,Morphological and Molecular Changes in Juvenile Normal Human Fibroblasts Exposed to Simulated Microgravity,"Buken C, Sahana J, Corydon TJ, Melnik D, Bauer J, Wehland M, Krüger M, Balk S, Abuagela N, Infanger M, Grimm D.",Sci Rep. 2019 Aug 15;9(1):11882. doi: 10.1038/s41598-019-48378-9.,Buken C,Sci Rep,2019,8/17/19,PMC6695420,,10.1038/s41598-019-48378-9
31416128,BMAL1 Disrupted Intrinsic Diurnal Oscillation in Rat Cerebrovascular Contractility of Simulated Microgravity Rats by Altering Circadian Regulation of miR-103/Ca(V)1.2 Signal Pathway,"Chen L, Zhang B, Yang L, Bai YG, Song JB, Ge YL, Ma HZ, Cheng JH, Ma J, Xie MJ.",Int J Mol Sci. 2019 Aug 14;20(16):3947. doi: 10.3390/ijms20163947.,Chen L,Int J Mol Sci,2019,8/17/19,PMC6720455,,10.3390/ijms20163947
31412033,Biofluid modeling of the coupled eye-brain system and insights into simulated microgravity conditions,"Salerni F, Repetto R, Harris A, Pinsky P, Prud'homme C, Szopos M, Guidoboni G.",PLoS One. 2019 Aug 14;14(8):e0216012. doi: 10.1371/journal.pone.0216012. eCollection 2019.,Salerni F,PLoS One,2019,8/15/19,PMC6693745,,10.1371/journal.pone.0216012
31456697,Neuromuscular Electrical Stimulation as a Potential Countermeasure for Skeletal Muscle Atrophy and Weakness During Human Spaceflight,"Maffiuletti NA, Green DA, Vaz MA, Dirks ML.",Front Physiol. 2019 Aug 13;10:1031. doi: 10.3389/fphys.2019.01031. eCollection 2019.,Maffiuletti NA,Front Physiol,2019,8/29/19,PMC6700209,,10.3389/fphys.2019.01031
31399081,Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight,"Jiang P, Green SJ, Chlipala GE, Turek FW, Vitaterna MH.",Microbiome. 2019 Aug 9;7(1):113. doi: 10.1186/s40168-019-0724-4.,Jiang P,Microbiome,2019,8/11/19,PMC6689164,,10.1186/s40168-019-0724-4
31388031,The effects of spaceflight and fracture healing on distant skeletal sites,"Dadwal UC, Maupin KA, Zamarioli A, Tucker A, Harris JS, Fischer JP, Rytlewski JD, Scofield DC, Wininger AE, Bhatti FUR, Alvarez M, Childress PJ, Chakraborty N, Gautam A, Hammamieh R, Kacena MA.",Sci Rep. 2019 Aug 6;9(1):11419. doi: 10.1038/s41598-019-47695-3.,Dadwal UC,Sci Rep,2019,8/8/19,PMC6684622,,10.1038/s41598-019-47695-3
31375732,Cells´ Flow and Immune Cell Priming under alternating g-forces in Parabolic Flight,"Moser D, Sun SJ, Li N, Biere K, Hoerl M, Matzel S, Feuerecker M, Buchheim JI, Strewe C, Thiel CS, Gao YX, Wang CZ, Ullrich O, Long M, Choukèr A.",Sci Rep. 2019 Aug 2;9(1):11276. doi: 10.1038/s41598-019-47655-x.,Moser D,Sci Rep,2019,8/4/19,PMC6677797,,10.1038/s41598-019-47655-x
33447746,An oscillometric approach in assessing early vascular ageing biomarkers following long-term space flights,"Hoffmann F, Möstl S, Luchitskaya E, Funtova I, Jordan J, Baevsky R, Tank J.",Int J Cardiol Hypertens. 2019 Jun 19;2:100013. doi: 10.1016/j.ijchy.2019.100013. eCollection 2019 Aug.,Hoffmann F,Int J Cardiol Hypertens,2019,1/15/21,PMC7803044,,10.1016/j.ijchy.2019.100013
31357539,New Applications of High-Resolution Analytical Methods to Study Trace Organic Compounds in Extraterrestrial Materials,"Naraoka H, Hashiguchi M, Sato Y, Hamase K.",Life (Basel). 2019 Jul 26;9(3):62. doi: 10.3390/life9030062.,Naraoka H,Life (Basel),2019,7/31/19,PMC6789776,,10.3390/life9030062
31396092,Re-examination of 1- vs. 3-Sets of Resistance Exercise for Pre-spaceflight Muscle Conditioning: A Systematic Review and Meta-Analysis,"Ralston GW, Kilgore L, Wyatt FB, Dutheil F, Jaekel P, Buchan DS, Baker JS.",Front Physiol. 2019 Jul 24;10:864. doi: 10.3389/fphys.2019.00864. eCollection 2019.,Ralston GW,Front Physiol,2019,8/10/19,PMC6668575,,10.3389/fphys.2019.00864
31340547,Apoptosis Induction and Alteration of Cell Adherence in Human Lung Cancer Cells under Simulated Microgravity,"Dietz C, Infanger M, Romswinkel A, Strube F, Kraus A.",Int J Mol Sci. 2019 Jul 23;20(14):3601. doi: 10.3390/ijms20143601.,Dietz C,Int J Mol Sci,2019,7/26/19,PMC6678991,,10.3390/ijms20143601
31337825,Simulated microgravity increases polyploid giant cancer cells and nuclear localization of YAP,"Arun RP, Sivanesan D, Patra B, Varadaraj S, Verma RS.",Sci Rep. 2019 Jul 23;9(1):10684. doi: 10.1038/s41598-019-47116-5.,Arun RP,Sci Rep,2019,7/25/19,PMC6650394,,10.1038/s41598-019-47116-5
31324854,Stumbling reactions in hypo and hyper gravity - muscle synergies are robust across different perturbations of human stance during parabolic flights,"Holubarsch J, Helm M, Ringhof S, Gollhofer A, Freyler K, Ritzmann R.",Sci Rep. 2019 Jul 19;9(1):10490. doi: 10.1038/s41598-019-47091-x.,Holubarsch J,Sci Rep,2019,7/21/19,PMC6642199,,10.1038/s41598-019-47091-x
31323026,Simulated microgravity enhances CDDP-induced apoptosis signal via p53-independent mechanisms in cancer cells,"Fukazawa T, Tanimoto K, Shrestha L, Imura T, Takahashi S, Sueda T, Hirohashi N, Hiyama E, Yuge L.",PLoS One. 2019 Jul 19;14(7):e0219363. doi: 10.1371/journal.pone.0219363. eCollection 2019.,Fukazawa T,PLoS One,2019,7/20/19,PMC6641656,,10.1371/journal.pone.0219363
31354603,Learning From the Past to Advance the Future: The Adaptation and Resilience of NASA's Spaceflight Multiteam Systems Across Four Eras of Spaceflight,"Pendergraft JG, Carter DR, Tseng S, Landon LB, Slack KJ, Shuffler ML.",Front Psychol. 2019 Jul 12;10:1633. doi: 10.3389/fpsyg.2019.01633. eCollection 2019.,Pendergraft JG,Front Psychol,2019,7/30/19,PMC6639738,,10.3389/fpsyg.2019.01633
31354476,Bioinformatic Study of Transcriptome Changes in the Mice Lumbar Spinal Cord After the 30-Day Spaceflight and Subsequent 7-Day Readaptation on Earth: New Insights Into Molecular Mechanisms of the Hypogravity Motor Syndrome,"Kuznetsov MS, Lisukov AN, Rizvanov AA, Tyapkina OV, Gusev OA, Rezvyakov PN, Kozlovskaya IB, Tomilovskaya ES, Nikolskiy EE, Islamov RR.",Front Pharmacol. 2019 Jul 11;10:747. doi: 10.3389/fphar.2019.00747. eCollection 2019.,Kuznetsov MS,Front Pharmacol,2019,7/30/19,PMC6637859,,10.3389/fphar.2019.00747
31289321,Study of the impact of long-duration space missions at the International Space Station on the astronaut microbiome,"Voorhies AA, Mark Ott C, Mehta S, Pierson DL, Crucian BE, Feiveson A, Oubre CM, Torralba M, Moncera K, Zhang Y, Zurek E, Lorenzi HA.",Sci Rep. 2019 Jul 9;9(1):9911. doi: 10.1038/s41598-019-46303-8.,Voorhies AA,Sci Rep,2019,7/11/19,PMC6616552,,10.1038/s41598-019-46303-8
31278362,"Testes and duct deferens of mice during space flight: cytoskeleton structure, sperm-specific proteins and epigenetic events","Ogneva IV, Usik MA, Loktev SS, Zhdankina YS, Biryukov NS, Orlov OI, Sychev VN.",Sci Rep. 2019 Jul 5;9(1):9730. doi: 10.1038/s41598-019-46324-3.,Ogneva IV,Sci Rep,2019,7/7/19,PMC6611814,,10.1038/s41598-019-46324-3
31333494,State-of-the-Art Exercise Concepts for Lumbopelvic and Spinal Muscles - Transferability to Microgravity,"Hides J, Hodges P, Lambrecht G.",Front Physiol. 2019 Jul 4;10:837. doi: 10.3389/fphys.2019.00837. eCollection 2019.,Hides J,Front Physiol,2019,7/24/19,PMC6620527,,10.3389/fphys.2019.00837
31333476,Alterations of Functional Brain Connectivity After Long-Duration Spaceflight as Revealed by fMRI,"Pechenkova E, Nosikova I, Rumshiskaya A, Litvinova L, Rukavishnikov I, Mershina E, Sinitsyn V, Van Ombergen A, Jeurissen B, Jillings S, Laureys S, Sijbers J, Grishin A, Chernikova L, Naumov I, Kornilova L, Wuyts FL, Tomilovskaya E, Kozlovskaya I.",Front Physiol. 2019 Jul 4;10:761. doi: 10.3389/fphys.2019.00761. eCollection 2019.,Pechenkova E,Front Physiol,2019,7/24/19,PMC6621543,,10.3389/fphys.2019.00761
31273231,Contrapositive logic suggests space radiation not having a strong impact on mortality of US astronauts and Soviet and Russian cosmonauts,"Reynolds RJ, Bukhtiyarov IV, Tikhonova GI, Day SM, Ushakov IB, Gorchakova TYU.",Sci Rep. 2019 Jul 4;9(1):8583. doi: 10.1038/s41598-019-44858-0.,Reynolds RJ,Sci Rep,2019,7/6/19,PMC6609703,,10.1038/s41598-019-44858-0
32287491,Earth observation for public health: Biodiversity change and emerging disease surveillance,"Malloy SS, Horack JM, Lee J, Newton EK.",Acta Astronaut. 2019 Jul;160:433-441. doi: 10.1016/j.actaastro.2018.10.042. Epub 2018 Oct 28.,Malloy SS,Acta Astronaut,2019,4/15/20,PMC7112290,,10.1016/j.actaastro.2018.10.042
31261866,"The Effects of Spaceflight Factors on the Human Plasma Proteome, Including Both Real Space Missions and Ground-Based Experiments","Brzhozovskiy AG, Kononikhin AS, Pastushkova LC, Kashirina DN, Indeykina MI, Popov IA, Custaud MA, Larina IM, Nikolaev EN.",Int J Mol Sci. 2019 Jun 29;20(13):3194. doi: 10.3390/ijms20133194.,Brzhozovskiy AG,Int J Mol Sci,2019,7/3/19,PMC6651200,,10.3390/ijms20133194
31261642,Real Microgravity Influences the Cytoskeleton and Focal Adhesions in Human Breast Cancer Cells,"Nassef MZ, Kopp S, Wehland M, Melnik D, Sahana J, Krüger M, Corydon TJ, Oltmann H, Schmitz B, Schütte A, Bauer TJ, Infanger M, Grimm D.",Int J Mol Sci. 2019 Jun 28;20(13):3156. doi: 10.3390/ijms20133156.,Nassef MZ,Int J Mol Sci,2019,7/3/19,PMC6651518,,10.3390/ijms20133156
31243304,Simulated microgravity modulates the mesenchymal stromal cell response to inflammatory stimulation,"Ratushnyy A, Yakubets D, Andreeva E, Buravkova L.",Sci Rep. 2019 Jun 26;9(1):9279. doi: 10.1038/s41598-019-45741-8.,Ratushnyy A,Sci Rep,2019,6/28/19,PMC6594925,,10.1038/s41598-019-45741-8
31226840,Reptiles in Space Missions: Results and Perspectives,"Gulimova V, Proshchina A, Kharlamova A, Krivova Y, Barabanov V, Berdiev R, Asadchikov V, Buzmakov A, Zolotov D, Saveliev S.",Int J Mol Sci. 2019 Jun 20;20(12):3019. doi: 10.3390/ijms20123019.,Gulimova V,Int J Mol Sci,2019,6/23/19,PMC6627973,,10.3390/ijms20123019
31222071,"Anti-aging effects of long-term space missions, estimated by heart rate variability","Otsuka K, Cornelissen G, Kubo Y, Shibata K, Mizuno K, Ohshima H, Furukawa S, Mukai C.",Sci Rep. 2019 Jun 20;9(1):8995. doi: 10.1038/s41598-019-45387-6.,Otsuka K,Sci Rep,2019,6/22/19,PMC6586662,,10.1038/s41598-019-45387-6
31240239,Effects of acute exposures to carbon dioxide on decision making and cognition in astronaut-like subjects,"Scully RR, Basner M, Nasrini J, Lam CW, Hermosillo E, Gur RC, Moore T, Alexander DJ, Satish U, Ryder VE.",NPJ Microgravity. 2019 Jun 19;5:17. doi: 10.1038/s41526-019-0071-6. eCollection 2019.,Scully RR,NPJ Microgravity,2019,6/27/19,PMC6584569,,10.1038/s41526-019-0071-6
31338440,Simulated microgravity induces nuclear translocation of Bax and BCL-2 in glial cultured C6 cells,"Bonfiglio T, Biggi F, Bassi AM, Ferrando S, Gallus L, Loiacono F, Ravera S, Rottigni M, Scarfì S, Strollo F, Vernazza S, Sabbatini M, Masini MA.",Heliyon. 2019 Jun 14;5(6):e01798. doi: 10.1016/j.heliyon.2019.e01798. eCollection 2019 Jun.,Bonfiglio T,Heliyon,2019,7/25/19,PMC6580195,,10.1016/j.heliyon.2019.e01798
31231676,Supplying a pharmacy for NASA exploration spaceflight: challenges and current understanding,"Blue RS, Bayuse TM, Daniels VR, Wotring VE, Suresh R, Mulcahy RA, Antonsen EL.",NPJ Microgravity. 2019 Jun 13;5:14. doi: 10.1038/s41526-019-0075-2. eCollection 2019.,Blue RS,NPJ Microgravity,2019,6/25/19,PMC6565689,,10.1038/s41526-019-0075-2
31231677,Limitations in predicting radiation-induced pharmaceutical instability during long-duration spaceflight,"Blue RS, Chancellor JC, Antonsen EL, Bayuse TM, Daniels VR, Wotring VE.",NPJ Microgravity. 2019 Jun 6;5:15. doi: 10.1038/s41526-019-0076-1. eCollection 2019.,Blue RS,NPJ Microgravity,2019,6/25/19,PMC6554299,,10.1038/s41526-019-0076-1
31174308,"Methodologies for Analyzing Soluble Organic Compounds in Extraterrestrial Samples: Amino Acids, Amines, Monocarboxylic Acids, Aldehydes, and Ketones","Simkus DN, Aponte JC, Elsila JE, Parker ET, Glavin DP, Dworkin JP.",Life (Basel). 2019 Jun 6;9(2):47. doi: 10.3390/life9020047.,Simkus DN,Life (Basel),2019,6/9/19,PMC6617175,,10.3390/life9020047
31167392,Effects of Spaceflight and Simulated Microgravity on YAP1 Expression in Cardiovascular Progenitors: Implications for Cell-Based Repair,"Camberos V, Baio J, Bailey L, Hasaniya N, Lopez LV, Kearns-Jonker M.",Int J Mol Sci. 2019 Jun 4;20(11):2742. doi: 10.3390/ijms20112742.,Camberos V,Int J Mol Sci,2019,6/7/19,PMC6600678,,10.3390/ijms20112742
31160660,Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations,"Mao XW, Nishiyama NC, Byrum SD, Stanbouly S, Jones T, Drew A, Sridharan V, Boerma M, Tackett AJ, Zawieja D, Willey JS, Delp M, Pecaut MJ.",Sci Rep. 2019 Jun 3;9(1):8215. doi: 10.1038/s41598-019-44696-0.,Mao XW,Sci Rep,2019,6/5/19,PMC6547757,,10.1038/s41598-019-44696-0
31341884,Is Telomere Length a Biomarker of Adaptive Response in Space? Curious Findings from NASA and Residents of High Background Radiation Areas,"J W, J J B, M K, S A R M, S M J M.",J Biomed Phys Eng. 2019 Jun 1;9(3):381-388. doi: 10.31661/jbpe.v9i3Jun.1151. eCollection 2019 Jun.,J W,J Biomed Phys Eng,2019,7/26/19,PMC6613149,,10.31661/jbpe.v9i3Jun.1151
31229000,Use of earth observation-derived hydrometeorological variables to model and predict rotavirus infection (MAL-ED): a multisite cohort study,"Colston JM, Zaitchik B, Kang G, Peñataro Yori P, Ahmed T, Lima A, Turab A, Mduma E, Sunder Shrestha P, Bessong P, Peng RD, Black RE, Moulton LH, Kosek MN.",Lancet Planet Health. 2019 Jun;3(6):e248-e258. doi: 10.1016/S2542-5196(19)30084-1.,Colston JM,Lancet Planet Health,2019,6/24/19,PMC6650544,,10.1016/S2542-5196(19)30084-1
30569200,Hibernating astronauts-science or fiction?,"Choukèr A, Bereiter-Hahn J, Singer D, Heldmaier G.",Pflugers Arch. 2019 Jun;471(6):819-828. doi: 10.1007/s00424-018-2244-7. Epub 2018 Dec 19.,Choukèr A,Pflugers Arch,2019,12/21/18,PMC6533228,,10.1007/s00424-018-2244-7
30379419,Decreased biofilm formation ability of Acinetobacter baumannii after spaceflight on China's Shenzhou 11 spacecraft,"Zhao X, Yu Y, Zhang X, Huang B, Bai P, Xu C, Li D, Zhang B, Liu C.",Microbiologyopen. 2019 Jun;8(6):e00763. doi: 10.1002/mbo3.763. Epub 2018 Oct 31.,Zhao X,Microbiologyopen,2019,11/1/18,PMC6562233,,10.1002/mbo3.763
31138883,"DNA Methylation of Mouse Testes, Cardiac and Lung Tissue During Long-Term Microgravity Simulation","Loktev SS, Ogneva IV.",Sci Rep. 2019 May 28;9(1):7974. doi: 10.1038/s41598-019-44468-w.,Loktev SS,Sci Rep,2019,5/30/19,PMC6538624,,10.1038/s41598-019-44468-w
31137658,Fighting Thyroid Cancer with Microgravity Research,"Krüger M, Melnik D, Kopp S, Buken C, Sahana J, Bauer J, Wehland M, Hemmersbach R, Corydon TJ, Infanger M, Grimm D.",Int J Mol Sci. 2019 May 24;20(10):2553. doi: 10.3390/ijms20102553.,Krüger M,Int J Mol Sci,2019,5/30/19,PMC6566201,,10.3390/ijms20102553
31191330,High-Intensity Interval Training: A Potential Exercise Countermeasure During Human Spaceflight,"Hurst C, Scott JPR, Weston KL, Weston M.",Front Physiol. 2019 May 22;10:581. doi: 10.3389/fphys.2019.00581. eCollection 2019.,Hurst C,Front Physiol,2019,6/14/19,PMC6541112,,10.3389/fphys.2019.00581
31164840,Lumbopelvic Muscle Changes Following Long-Duration Spaceflight,"McNamara KP, Greene KA, Moore AM, Lenchik L, Weaver AA.",Front Physiol. 2019 May 21;10:627. doi: 10.3389/fphys.2019.00627. eCollection 2019.,McNamara KP,Front Physiol,2019,6/6/19,PMC6536568,,10.3389/fphys.2019.00627
31061119,Brain ventricular volume changes induced by long-duration spaceflight,"Van Ombergen A, Jillings S, Jeurissen B, Tomilovskaya E, Rumshiskaya A, Litvinova L, Nosikova I, Pechenkova E, Rukavishnikov I, Manko O, Danylichev S, Rühl RM, Kozlovskaya IB, Sunaert S, Parizel PM, Sinitsyn V, Laureys S, Sijbers J, Zu Eulenburg P, Wuyts FL.",Proc Natl Acad Sci U S A. 2019 May 21;116(21):10531-10536. doi: 10.1073/pnas.1820354116. Epub 2019 May 6.,Van Ombergen A,Proc Natl Acad Sci U S A,2019,5/8/19,PMC6535034,,10.1073/pnas.1820354116
31156461,Optimization of Exercise Countermeasures for Human Space Flight: Operational Considerations for Concurrent Strength and Aerobic Training,"Jones TW, Petersen N, Howatson G.",Front Physiol. 2019 May 16;10:584. doi: 10.3389/fphys.2019.00584. eCollection 2019.,Jones TW,Front Physiol,2019,6/4/19,PMC6532362,,10.3389/fphys.2019.00584
31156490,What We Know About Team Dynamics for Long-Distance Space Missions: A Systematic Review of Analog Research,"Bell ST, Brown SG, Mitchell T.",Front Psychol. 2019 May 15;10:811. doi: 10.3389/fpsyg.2019.00811. eCollection 2019.,Bell ST,Front Psychol,2019,6/4/19,PMC6530432,,10.3389/fpsyg.2019.00811
31123701,Recovery of stem cell proliferation by low intensity vibration under simulated microgravity requires LINC complex,"Touchstone H, Bryd R, Loisate S, Thompson M, Kim S, Puranam K, Senthilnathan AN, Pu X, Beard R, Rubin J, Alwood J, Oxford JT, Uzer G.",NPJ Microgravity. 2019 May 15;5:11. doi: 10.1038/s41526-019-0072-5. eCollection 2019.,Touchstone H,NPJ Microgravity,2019,5/25/19,PMC6520402,,10.1038/s41526-019-0072-5
31096581,Rapid Morphological and Cytoskeletal Response to Microgravity in Human Primary Macrophages,"Thiel CS, Tauber S, Lauber B, Polzer J, Seebacher C, Uhl R, Neelam S, Zhang Y, Levine H, Ullrich O.",Int J Mol Sci. 2019 May 15;20(10):2402. doi: 10.3390/ijms20102402.,Thiel CS,Int J Mol Sci,2019,5/18/19,PMC6567851,,10.3390/ijms20102402
31069253,Local sleep-like events during wakefulness and their relationship to decreased alertness in astronauts on ISS,"Petit G, Cebolla AM, Fattinger S, Petieau M, Summerer L, Cheron G, Huber R.",NPJ Microgravity. 2019 May 2;5:10. doi: 10.1038/s41526-019-0069-0. eCollection 2019.,Petit G,NPJ Microgravity,2019,5/10/19,PMC6497715,,10.1038/s41526-019-0069-0
31087541,Differential MicroRNA expression following head-down tilt bed rest: implications for cardiovascular responses to microgravity,"Ade CJ, Bemben DA.",Physiol Rep. 2019 May;7(9):e14061. doi: 10.14814/phy2.14061.,Ade CJ,Physiol Rep,2019,5/16/19,PMC6513770,,10.14814/phy2.14061
30761733,miR-181c-5p mediates simulated microgravity-induced impaired osteoblast proliferation by promoting cell cycle arrested in the G(2) phase,"Sun Z, Li Y, Wang H, Cai M, Gao S, Liu J, Tong L, Hu Z, Wang Y, Wang K, Zhang L, Cao X, Zhang S, Shi F, Zhao J.",J Cell Mol Med. 2019 May;23(5):3302-3316. doi: 10.1111/jcmm.14220. Epub 2019 Feb 14.,Sun Z,J Cell Mol Med,2019,2/15/19,PMC6484313,,10.1111/jcmm.14220
30724402,Real microgravity condition promoted regeneration capacity of induced pluripotent stem cells during the TZ-1 space mission,"Zhou J, Dong XH, Zhang FZ, Zhu HM, Hao T, Jiang XX, Zheng WB, Zhang T, Wang PZ, Li H, Na J, Wang CY.",Cell Prolif. 2019 May;52(3):e12574. doi: 10.1111/cpr.12574. Epub 2019 Feb 6.,Zhou J,Cell Prolif,2019,2/7/19,PMC6536455,,10.1111/cpr.12574
31114504,The Vestibular Drive for Balance Control Is Dependent on Multiple Sensory Cues of Gravity,"Arntz AI, van der Putte DAM, Jonker ZD, Hauwert CM, Frens MA, Forbes PA.",Front Physiol. 2019 Apr 30;10:476. doi: 10.3389/fphys.2019.00476. eCollection 2019.,Arntz AI,Front Physiol,2019,5/23/19,PMC6503156,,10.3389/fphys.2019.00476
31036903,Hypergravity and microgravity exhibited reversal effects on the bone and muscle mass in mice,"Tominari T, Ichimaru R, Taniguchi K, Yumoto A, Shirakawa M, Matsumoto C, Watanabe K, Hirata M, Itoh Y, Shiba D, Miyaura C, Inada M.",Sci Rep. 2019 Apr 29;9(1):6614. doi: 10.1038/s41598-019-42829-z.,Tominari T,Sci Rep,2019,5/1/19,PMC6488638,,10.1038/s41598-019-42829-z
31027161,Real-Time 3D High-Resolution Microscopy of Human Cells on the International Space Station,"Thiel CS, Tauber S, Seebacher C, Schropp M, Uhl R, Lauber B, Polzer J, Neelam S, Zhang Y, Ullrich O.",Int J Mol Sci. 2019 Apr 25;20(8):2033. doi: 10.3390/ijms20082033.,Thiel CS,Int J Mol Sci,2019,4/28/19,PMC6514950,,10.3390/ijms20082033
30999563,Physiological Responses of Jurkat Lymphocytes to Simulated Microgravity Conditions,"Morabito C, Lanuti P, Caprara GA, Marchisio M, Bizzarri M, Guarnieri S, Mariggiò MA.",Int J Mol Sci. 2019 Apr 17;20(8):1892. doi: 10.3390/ijms20081892.,Morabito C,Int J Mol Sci,2019,4/20/19,PMC6515345,,10.3390/ijms20081892
31013958,"Parabolic, Flight-Induced, Acute Hypergravity and Microgravity Effects on the Beating Rate of Human Cardiomyocytes","Acharya A, Brungs S, Lichterfeld Y, Hescheler J, Hemmersbach R, Boeuf H, Sachinidis A.",Cells. 2019 Apr 14;8(4):352. doi: 10.3390/cells8040352.,Acharya A,Cells,2019,4/25/19,PMC6523861,,10.3390/cells8040352
31031635,Benefits of Motor Imagery for Human Space Flight: A Brief Review of Current Knowledge and Future Applications,"Guillot A, Debarnot U.",Front Physiol. 2019 Apr 11;10:396. doi: 10.3389/fphys.2019.00396. eCollection 2019.,Guillot A,Front Physiol,2019,4/30/19,PMC6470189,,10.3389/fphys.2019.00396
30976012,Behavior of mice aboard the International Space Station,"Ronca AE, Moyer EL, Talyansky Y, Lowe M, Padmanabhan S, Choi S, Gong C, Cadena SM, Stodieck L, Globus RK.",Sci Rep. 2019 Apr 11;9(1):4717. doi: 10.1038/s41598-019-40789-y.,Ronca AE,Sci Rep,2019,4/13/19,PMC6459880,,10.1038/s41598-019-40789-y
30955503,Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces,"Checinska Sielaff A, Urbaniak C, Mohan GBM, Stepanov VG, Tran Q, Wood JM, Minich J, McDonald D, Mayer T, Knight R, Karouia F, Fox GE, Venkateswaran K.",Microbiome. 2019 Apr 8;7(1):50. doi: 10.1186/s40168-019-0666-x.,Checinska Sielaff A,Microbiome,2019,4/9/19,PMC6452512,,10.1186/s40168-019-0666-x
30963109,Spaceflight-induced alternative splicing during seedling development in Arabidopsis thaliana,"Beisel NS, Noble J, Barbazuk WB, Paul AL, Ferl RJ.",NPJ Microgravity. 2019 Apr 3;5:9. doi: 10.1038/s41526-019-0070-7. eCollection 2019.,Beisel NS,NPJ Microgravity,2019,4/10/19,PMC6447593,,10.1038/s41526-019-0070-7
30944365,Simulated microgravity promotes the formation of tridimensional cultures and stimulates pluripotency and a glycolytic metabolism in human hepatic and biliary tree stem/progenitor cells,"Costantini D, Overi D, Casadei L, Cardinale V, Nevi L, Carpino G, Di Matteo S, Safarikia S, Valerio M, Melandro F, Bizzarri M, Manetti C, Berloco PB, Gaudio E, Alvaro D.",Sci Rep. 2019 Apr 3;9(1):5559. doi: 10.1038/s41598-019-41908-5.,Costantini D,Sci Rep,2019,4/5/19,PMC6447605,,10.1038/s41598-019-41908-5
31929726,Gene Expression in Osteoblasts and Osteoclasts Under Microgravity Conditions: A Systematic Review,"Chatziravdeli V, Katsaras GN, Lambrou GI.",Curr Genomics. 2019 Apr;20(3):184-198. doi: 10.2174/1389202920666190422142053.,Chatziravdeli V,Curr Genomics,2019,1/14/20,PMC6935951,,10.2174/1389202920666190422142053
30620616,Recovery from 6-month spaceflight at the International Space Station: muscle-related stress into a proinflammatory setting,"Capri M, Morsiani C, Santoro A, Moriggi M, Conte M, Martucci M, Bellavista E, Fabbri C, Giampieri E, Albracht K, Flück M, Ruoss S, Brocca L, Canepari M, Longa E, Di Giulio I, Bottinelli R, Cerretelli P, Salvioli S, Gelfi C, Franceschi C, Narici M, Rittweger J.",FASEB J. 2019 Apr;33(4):5168-5180. doi: 10.1096/fj.201801625R. Epub 2019 Jan 8.,Capri M,FASEB J,2019,1/9/19,PMC6436655,,10.1096/fj.201801625R
30984019,Revisiting the Role of Exercise Countermeasure on the Regulation of Energy Balance During Space Flight,"Laurens C, Simon C, Vernikos J, Gauquelin-Koch G, Blanc S, Bergouignan A.",Front Physiol. 2019 Mar 29;10:321. doi: 10.3389/fphys.2019.00321. eCollection 2019.,Laurens C,Front Physiol,2019,4/16/19,PMC6449861,,10.3389/fphys.2019.00321
30934839,Modulation of Iberian Ribbed Newt Complement Component C3 by Stressors Similar to those Encountered during a Stay Onboard the International Space Station,"Guéguinou N, Jeandel J, Kaminski S, Baatout S, Ghislin S, Frippiat JP.",Int J Mol Sci. 2019 Mar 29;20(7):1579. doi: 10.3390/ijms20071579.,Guéguinou N,Int J Mol Sci,2019,4/3/19,PMC6479312,,10.3390/ijms20071579
30971938,Dry Immersion as a Ground-Based Model of Microgravity Physiological Effects,"Tomilovskaya E, Shigueva T, Sayenko D, Rukavishnikov I, Kozlovskaya I.",Front Physiol. 2019 Mar 27;10:284. doi: 10.3389/fphys.2019.00284. eCollection 2019.,Tomilovskaya E,Front Physiol,2019,4/12/19,PMC6446883,,10.3389/fphys.2019.00284
30967797,The Importance of Impact Loading and the Stretch Shortening Cycle for Spaceflight Countermeasures,"Gruber M, Kramer A, Mulder E, Rittweger J.",Front Physiol. 2019 Mar 22;10:311. doi: 10.3389/fphys.2019.00311. eCollection 2019.,Gruber M,Front Physiol,2019,4/11/19,PMC6438856,,10.3389/fphys.2019.00311
