pmid,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
33446627,Alterations in Cerebral Hemodynamics During Microgravity: A Literature Review,"Du J, Cui J, Yang J, Wang P, Zhang L, Luo B, Han B.",Med Sci Monit. 2021 Jan 15;27:e928108. doi: 10.12659/MSM.928108.,Du J,Med Sci Monit,2021,1/15/21,PMC7814510,,10.12659/MSM.928108
33466717,Hibernation as a Tool for Radiation Protection in Space Exploration,"Puspitasari A, Cerri M, Takahashi A, Yoshida Y, Hanamura K, Tinganelli W.",Life (Basel). 2021 Jan 14;11(1):54. doi: 10.3390/life11010054.,Puspitasari A,Life (Basel),2021,1/20/21,PMC7828799,,10.3390/life11010054
33510647,Human Adaptations to Multiday Saturation on NASA NEEMO,"Koutnik AP, Favre ME, Noboa K, Sanchez-Gonzalez MA, Moss SE, Goubran B, Ari C, Poff AM, Rogers CQ, DeBlasi JM, Samy B, Moussa M, Serrador JM, D'Agostino DP.",Front Physiol. 2021 Jan 12;11:610000. doi: 10.3389/fphys.2020.610000. eCollection 2020.,Koutnik AP,Front Physiol,2021,1/29/21,PMC7835980,,10.3389/fphys.2020.610000
33505359,Genomic and Functional Characterization of Enterococcus faecalis Isolates Recovered From the International Space Station and Their Potential for Pathogenicity,"Bryan NC, Lebreton F, Gilmore M, Ruvkun G, Zuber MT, Carr CE.",Front Microbiol. 2021 Jan 11;11:515319. doi: 10.3389/fmicb.2020.515319. eCollection 2020.,Bryan NC,Front Microbiol,2021,1/28/21,PMC7829349,,10.3389/fmicb.2020.515319
33419467,Conditioned media from endothelial progenitor cells cultured in simulated microgravity promote angiogenesis and bone fracture healing,"Kong L, Wang Y, Wang H, Pan Q, Zuo R, Bai S, Zhang X, Lee WY, Kang Q, Li G.",Stem Cell Res Ther. 2021 Jan 8;12(1):47. doi: 10.1186/s13287-020-02074-y.,Kong L,Stem Cell Res Ther,2021,1/9/21,PMC7792074,,10.1186/s13287-020-02074-y
33080015,NASA GeneLab: interfaces for the exploration of space omics data,"Berrios DC, Galazka J, Grigorev K, Gebre S, Costes SV.",Nucleic Acids Res. 2021 Jan 8;49(D1):D1515-D1522. doi: 10.1093/nar/gkaa887.,Berrios DC,Nucleic Acids Res,2021,10/20/20,PMC7778922,,10.1093/nar/gkaa887
33430182,Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,"Fajardo-Cavazos P, Nicholson WL.",Life (Basel). 2021 Jan 7;11(1):33. doi: 10.3390/life11010033.,Fajardo-Cavazos P,Life (Basel),2021,1/12/21,PMC7825584,,10.3390/life11010033
33397500,"Microbiome for Mars: surveying microbiome connections to healthcare with implications for long-duration human spaceflight, virtual workshop, July 13, 2020","LaPelusa M, Donoviel D, Branzini SE, Carlson PE Jr, Culler S, Cheema AK, Kaddurah-Daouk R, Kelly D, de Cremoux I, Knight R, Krajmalnik-Brown R, Mayo SL, Mazmanian SK, Mayer EA, Petrosino JF, Garrison K.",Microbiome. 2021 Jan 4;9(1):2. doi: 10.1186/s40168-020-00951-5.,LaPelusa M,Microbiome,2021,1/5/21,PMC7781430,,10.1186/s40168-020-00951-5
35125838,"Space Medicine: Scientific Foundations, Achievements, and Challenges","Grigor'ev AI, Orlov OI, Baranov VM.",Her Russ Acad Sci. 2021;91(6):626-629. doi: 10.1134/S1019331621060022. Epub 2022 Feb 2.,Grigor'ev AI,Her Russ Acad Sci,2021,2/7/22,PMC8807369,,10.1134/S1019331621060022
34744173,From Value to Valuation: Pragmatist and Hermeneutic Orientations for Assessing Science on the International Space Station,Castaño P.,Am Sociol. 2021;52(4):671-701. doi: 10.1007/s12108-021-09515-y. Epub 2021 Oct 30.,Castaño P,Am Sociol,2021,11/8/21,PMC8556853,,10.1007/s12108-021-09515-y
33371243,Simulated Microgravity Suppresses Osteogenic Differentiation of Mesenchymal Stem Cells by Inhibiting Oxidative Phosphorylation,"Liu L, Cheng Y, Wang J, Ding Z, Halim A, Luo Q, Song G.",Int J Mol Sci. 2020 Dec 21;21(24):9747. doi: 10.3390/ijms21249747.,Liu L,Int J Mol Sci,2020,12/29/20,PMC7767150,,10.3390/ijms21249747
33376973,Cell-free DNA (cfDNA) and Exosome Profiling from a Year-Long Human Spaceflight Reveals Circulating Biomarkers,"Bezdan D, Grigorev K, Meydan C, Pelissier Vatter FA, Cioffi M, Rao V, MacKay M, Nakahira K, Burnham P, Afshinnekoo E, Westover C, Butler D, Mozsary C, Donahoe T, Foox J, Mishra T, Lucotti S, Rana BK, Melnick AM, Zhang H, Matei I, Kelsen D, Yu K, Lyden DC, Taylor L, Bailey SM, Snyder MP, Garrett-Bakelman FE, Ossowski S, De Vlaminck I, Mason CE.",iScience. 2020 Nov 25;23(12):101844. doi: 10.1016/j.isci.2020.101844. eCollection 2020 Dec 18.,Bezdan D,iScience,2020,12/30/20,PMC7756145,,10.1016/j.isci.2020.101844
33376970,Beyond Low-Earth Orbit: Characterizing Immune and microRNA Differentials following Simulated Deep Spaceflight Conditions in Mice,"Paul AM, Cheng-Campbell M, Blaber EA, Anand S, Bhattacharya S, Zwart SR, Crucian BE, Smith SM, Meller R, Grabham P, Beheshti A.",iScience. 2020 Nov 25;23(12):101747. doi: 10.1016/j.isci.2020.101747. eCollection 2020 Dec 18.,Paul AM,iScience,2020,12/30/20,PMC7756144,,10.1016/j.isci.2020.101747
33376968,Comparative Transcriptomics Identifies Neuronal and Metabolic Adaptations to Hypergravity and Microgravity in Caenorhabditis elegans,"Willis CRG, Szewczyk NJ, Costes SV, Udranszky IA, Reinsch SS, Etheridge T, Conley CA.",iScience. 2020 Nov 25;23(12):101734. doi: 10.1016/j.isci.2020.101734. eCollection 2020 Dec 18.,Willis CRG,iScience,2020,12/30/20,PMC7756135,,10.1016/j.isci.2020.101734
33376967,RNAseq Analysis of Rodent Spaceflight Experiments Is Confounded by Sample Collection Techniques,"Lai Polo SH, Saravia-Butler AM, Boyko V, Dinh MT, Chen YC, Fogle H, Reinsch SS, Ray S, Chakravarty K, Marcu O, Chen RB, Costes SV, Galazka JM.",iScience. 2020 Nov 25;23(12):101733. doi: 10.1016/j.isci.2020.101733. eCollection 2020 Dec 18.,Lai Polo SH,iScience,2020,12/30/20,PMC7756143,,10.1016/j.isci.2020.101733
35517124,Analysis of the effects of acoustic levitation to simulate the microgravity environment on the development of early zebrafish embryos,"Li L, Gu N, Dong H, Li B, T V G K.",RSC Adv. 2020 Dec 17;10(72):44593-44600. doi: 10.1039/d0ra07344j. eCollection 2020 Dec 9.,Li L,RSC Adv,2020,5/6/22,PMC9058438,,10.1039/d0ra07344j
33335101,Reviving lower body negative pressure as a countermeasure to prevent pathological vascular and ocular changes in microgravity,"Harris KM, Petersen LG, Weber T.",NPJ Microgravity. 2020 Dec 17;6(1):38. doi: 10.1038/s41526-020-00127-3.,Harris KM,NPJ Microgravity,2020,12/18/20,PMC7746725,,10.1038/s41526-020-00127-3
33317046,"Influence of Microgravity on Apoptosis in Cells, Tissues, and Other Systems In Vivo and In Vitro","Prasad B, Grimm D, Strauch SM, Erzinger GS, Corydon TJ, Lebert M, Magnusson NE, Infanger M, Richter P, Krüger M.",Int J Mol Sci. 2020 Dec 9;21(24):9373. doi: 10.3390/ijms21249373.,Prasad B,Int J Mol Sci,2020,12/15/20,PMC7764784,,10.3390/ijms21249373
33242410,Circulating miRNA Spaceflight Signature Reveals Targets for Countermeasure Development,"Malkani S, Chin CR, Cekanaviciute E, Mortreux M, Okinula H, Tarbier M, Schreurs AS, Shirazi-Fard Y, Tahimic CGT, Rodriguez DN, Sexton BS, Butler D, Verma A, Bezdan D, Durmaz C, MacKay M, Melnick A, Meydan C, Li S, Garrett-Bakelman F, Fromm B, Afshinnekoo E, Langhorst BW, Dimalanta ET, Cheng-Campbell M, Blaber E, Schisler JC, Vanderburg C, Friedländer MR, McDonald JT, Costes SV, Rutkove S, Grabham P, Mason CE, Beheshti A.",Cell Rep. 2020 Dec 8;33(10):108448. doi: 10.1016/j.celrep.2020.108448. Epub 2020 Nov 25.,Malkani S,Cell Rep,2020,11/26/20,PMC8441986,NIHMS1653539,10.1016/j.celrep.2020.108448
33242408,"Multi-omic, Single-Cell, and Biochemical Profiles of Astronauts Guide Pharmacological Strategies for Returning to Gravity","Gertz ML, Chin CR, Tomoiaga D, MacKay M, Chang C, Butler D, Afshinnekoo E, Bezdan D, Schmidt MA, Mozsary C, Melnick A, Garrett-Bakelman F, Crucian B, Lee SMC, Zwart SR, Smith SM, Meydan C, Mason CE.",Cell Rep. 2020 Dec 8;33(10):108429. doi: 10.1016/j.celrep.2020.108429. Epub 2020 Nov 25.,Gertz ML,Cell Rep,2020,11/26/20,PMC9444344,NIHMS1653534,10.1016/j.celrep.2020.108429
33242407,Prolonged Exposure to Microgravity Reduces Cardiac Contractility and Initiates Remodeling in Drosophila,"Walls S, Diop S, Birse R, Elmen L, Gan Z, Kalvakuri S, Pineda S, Reddy C, Taylor E, Trinh B, Vogler G, Zarndt R, McCulloch A, Lee P, Bhattacharya S, Bodmer R, Ocorr K.",Cell Rep. 2020 Dec 8;33(10):108445. doi: 10.1016/j.celrep.2020.108445. Epub 2020 Nov 25.,Walls S,Cell Rep,2020,11/26/20,PMC7787258,NIHMS1653536,10.1016/j.celrep.2020.108445
33242405,"Clonal Hematopoiesis Before, During, and After Human Spaceflight","Mencia-Trinchant N, MacKay MJ, Chin C, Afshinnekoo E, Foox J, Meydan C, Butler D, Mozsary C, Vernice NA, Darby C, Schatz MC, Bailey SM, Melnick AM, Guzman ML, Bolton K, Braunstein LZ, Garrett-Bakelman F, Levine RL, Hassane DC, Mason CE.",Cell Rep. 2020 Dec 8;33(10):108458. doi: 10.1016/j.celrep.2020.108458. Epub 2020 Nov 25.,Mencia-Trinchant N,Cell Rep,2020,11/26/20,PMC9398182,NIHMS1827326,10.1016/j.celrep.2020.108458
33364971,Systems View of Deconditioning During Spaceflight Simulation in the PlanHab Project: The Departure of Urine (1) H-NMR Metabolomes From Healthy State in Young Males Subjected to Bedrest Inactivity and Hypoxia,"Šket R, Deutsch L, Prevoršek Z, Mekjavić IB, Plavec J, Rittweger J, Debevec T, Eiken O, Stres B.",Front Physiol. 2020 Dec 7;11:532271. doi: 10.3389/fphys.2020.532271. eCollection 2020.,Šket R,Front Physiol,2020,12/28/20,PMC7750454,,10.3389/fphys.2020.532271
33288754,Extraterrestrial hexamethylenetetramine in meteorites-a precursor of prebiotic chemistry in the inner solar system,"Oba Y, Takano Y, Naraoka H, Furukawa Y, Glavin DP, Dworkin JP, Tachibana S.",Nat Commun. 2020 Dec 7;11(1):6243. doi: 10.1038/s41467-020-20038-x.,Oba Y,Nat Commun,2020,12/8/20,PMC7721876,,10.1038/s41467-020-20038-x
32989050,Calpain activation mediates microgravity-induced myocardial abnormalities in mice via p38 and ERK1/2 MAPK pathways,"Liang L, Li H, Cao T, Qu L, Zhang L, Fan GC, Greer PA, Li J, Jones DL, Peng T.",J Biol Chem. 2020 Dec 4;295(49):16840-16851. doi: 10.1074/jbc.RA119.011890. Epub 2020 Sep 28.,Liang L,J Biol Chem,2020,9/29/20,PMC7864076,,10.1074/jbc.RA119.011890
33270151,Spiders in space-orb-web-related behaviour in zero gravity,"Zschokke S, Countryman S, Cushing PE.",Naturwissenschaften. 2020 Dec 3;108(1):1. doi: 10.1007/s00114-020-01708-8.,Zschokke S,Naturwissenschaften,2020,12/3/20,PMC7716925,,10.1007/s00114-020-01708-8
33447811,Potential biofilm control strategies for extended spaceflight missions,"Zea L, McLean RJC, Rook TA, Angle G, Carter DL, Delegard A, Denvir A, Gerlach R, Gorti S, McIlwaine D, Nur M, Peyton BM, Stewart PS, Sturman P, Velez Justiniano YA.",Biofilm. 2020 May 30;2:100026. doi: 10.1016/j.bioflm.2020.100026. eCollection 2020 Dec.,Zea L,Biofilm,2020,1/15/21,PMC7798464,,10.1016/j.bioflm.2020.100026
33391848,Long-term spaceflight and the cardiovascular system,"Vernice NA, Meydan C, Afshinnekoo E, Mason CE.",Precis Clin Med. 2020 Dec;3(4):284-291. doi: 10.1093/pcmedi/pbaa022. Epub 2020 Jun 16.,Vernice NA,Precis Clin Med,2020,1/4/21,PMC7757439,,10.1093/pcmedi/pbaa022
33372980,Decreased Vascular Patterning in the Retinas of Astronaut Crew Members as New Measure of Ocular Damage in Spaceflight-Associated Neuro-ocular Syndrome,"Vyas RJ, Young M, Murray MC, Predovic M, Lim S, Jacobs NM, Mason SS, Zanello SB, Taibbi G, Vizzeri G, Parsons-Wingerter P.",Invest Ophthalmol Vis Sci. 2020 Dec 1;61(14):34. doi: 10.1167/iovs.61.14.34.,Vyas RJ,Invest Ophthalmol Vis Sci,2020,12/29/20,PMC7774106,,10.1167/iovs.61.14.34
33298964,Low-intensity vibration restores nuclear YAP levels and acute YAP nuclear shuttling in mesenchymal stem cells subjected to simulated microgravity,"Thompson M, Woods K, Newberg J, Oxford JT, Uzer G.",NPJ Microgravity. 2020 Dec 1;6(1):35. doi: 10.1038/s41526-020-00125-5.,Thompson M,NPJ Microgravity,2020,12/10/20,PMC7708987,,10.1038/s41526-020-00125-5
32743123,Reactive mesoporous silica nanoparticles loaded with limonene for improving physical and mental health of mice at simulated microgravity condition,"Lu Z, Wang J, Qu L, Kan G, Zhang T, Shen J, Li Y, Yang J, Niu Y, Xiao Z, Li Y, Zhang X.",Bioact Mater. 2020 Jul 22;5(4):1127-1137. doi: 10.1016/j.bioactmat.2020.07.006. eCollection 2020 Dec.,Lu Z,Bioact Mater,2020,8/4/20,PMC7381505,,10.1016/j.bioactmat.2020.07.006
33255352,Scalable Microgravity Simulator Used for Long-Term Musculoskeletal Cells and Tissue Engineering,"Cazzaniga A, Ille F, Wuest S, Haack C, Koller A, Giger-Lange C, Zocchi M, Egli M, Castiglioni S, Maier JA.",Int J Mol Sci. 2020 Nov 24;21(23):8908. doi: 10.3390/ijms21238908.,Cazzaniga A,Int J Mol Sci,2020,12/1/20,PMC7727824,,10.3390/ijms21238908
33163940,The Importance of Earth Reference Controls in Spaceflight -Omics Research: Characterization of Nucleolin Mutants from the Seedling Growth Experiments,"Manzano A, Villacampa A, Sáez-Vásquez J, Kiss JZ, Medina FJ, Herranz R.",iScience. 2020 Oct 15;23(11):101686. doi: 10.1016/j.isci.2020.101686. eCollection 2020 Nov 20.,Manzano A,iScience,2020,11/9/20,PMC7607443,,10.1016/j.isci.2020.101686
33173035,Space station biomining experiment demonstrates rare earth element extraction in microgravity and Mars gravity,"Cockell CS, Santomartino R, Finster K, Waajen AC, Eades LJ, Moeller R, Rettberg P, Fuchs FM, Van Houdt R, Leys N, Coninx I, Hatton J, Parmitano L, Krause J, Koehler A, Caplin N, Zuijderduijn L, Mariani A, Pellari SS, Carubia F, Luciani G, Balsamo M, Zolesi V, Nicholson N, Loudon CM, Doswald-Winkler J, Herová M, Rattenbacher B, Wadsworth J, Craig Everroad R, Demets R.",Nat Commun. 2020 Nov 10;11(1):5523. doi: 10.1038/s41467-020-19276-w.,Cockell CS,Nat Commun,2020,11/11/20,PMC7656455,,10.1038/s41467-020-19276-w
33240227,Assessing the Risk of Transfer of Microorganisms at the International Space Station Due to Cargo Delivery by Commercial Resupply Vehicles,"Mhatre S, Wood JM, Sielaff AC, Mora M, Duller S, Singh NK, Karouia F, Moissl-Eichinger C, Venkateswaran K.",Front Microbiol. 2020 Nov 6;11:566412. doi: 10.3389/fmicb.2020.566412. eCollection 2020.,Mhatre S,Front Microbiol,2020,11/26/20,PMC7677455,,10.3389/fmicb.2020.566412
33298974,"Additive effects of simulated microgravity and ionizing radiation in cell death, induction of ROS and expression of RAC2 in human bronchial epithelial cells","Tan S, Pei W, Huang H, Zhou G, Hu W.",NPJ Microgravity. 2020 Nov 5;6(1):34. doi: 10.1038/s41526-020-00123-7.,Tan S,NPJ Microgravity,2020,12/10/20,PMC7645497,,10.1038/s41526-020-00123-7
33250861,"Prokaryotic and Fungal Characterization of the Facilities Used to Assemble, Test, and Launch the OSIRIS-REx Spacecraft","Regberg AB, Castro CL, Connolly HC Jr, Davis RE, Dworkin JP, Lauretta DS, Messenger SR, Mclain HL, McCubbin FM, Moore JL, Righter K, Stahl-Rommel S, Castro-Wallace SL.",Front Microbiol. 2020 Nov 5;11:530661. doi: 10.3389/fmicb.2020.530661. eCollection 2020.,Regberg AB,Front Microbiol,2020,11/30/20,PMC7676328,,10.3389/fmicb.2020.530661
33298968,Next-generation sequencing analysis of circulating micro-RNA expression in response to parabolic flight as a spaceflight analogue,"Jirak P, Wernly B, Lichtenauer M, Franz M, Knost T, Abusamrah T, Kelm M, Bimpong-Buta NY, Jung C.",NPJ Microgravity. 2020 Nov 2;6(1):31. doi: 10.1038/s41526-020-00121-9.,Jirak P,NPJ Microgravity,2020,12/10/20,PMC7606465,,10.1038/s41526-020-00121-9
33224136,Neutrophil-to-Lymphocyte Ratio: A Biomarker to Monitor the Immune Status of Astronauts,"Paul AM, Mhatre SD, Cekanaviciute E, Schreurs AS, Tahimic CGT, Globus RK, Anand S, Crucian BE, Bhattacharya S.",Front Immunol. 2020 Nov 2;11:564950. doi: 10.3389/fimmu.2020.564950. eCollection 2020.,Paul AM,Front Immunol,2020,11/23/20,PMC7667275,,10.3389/fimmu.2020.564950
33147844,Urine Treatment on the International Space Station: Current Practice and Novel Approaches,"Volpin F, Badeti U, Wang C, Jiang J, Vogel J, Freguia S, Fam D, Cho J, Phuntsho S, Shon HK.",Membranes (Basel). 2020 Nov 2;10(11):327. doi: 10.3390/membranes10110327.,Volpin F,Membranes (Basel),2020,11/5/20,PMC7693831,,10.3390/membranes10110327
33138865,Cardiopulmonary resuscitation (CPR) during spaceflight - a guideline for CPR in microgravity from the German Society of Aerospace Medicine (DGLRM) and the European Society of Aerospace Medicine Space Medicine Group (ESAM-SMG),"Hinkelbein J, Kerkhoff S, Adler C, Ahlbäck A, Braunecker S, Burgard D, Cirillo F, De Robertis E, Glaser E, Haidl TK, Hodkinson P, Iovino IZ, Jansen S, Johnson KVL, Jünger S, Komorowski M, Leary M, Mackaill C, Nagrebetsky A, Neuhaus C, Rehnberg L, Romano GM, Russomano T, Schmitz J, Spelten O, Starck C, Thierry S, Velho R, Warnecke T.",Scand J Trauma Resusc Emerg Med. 2020 Nov 2;28(1):108. doi: 10.1186/s13049-020-00793-y.,Hinkelbein J,Scand J Trauma Resusc Emerg Med,2020,11/3/20,PMC7607644,,10.1186/s13049-020-00793-y
32981077,Spaceflight induces oxidative damage to blood-brain barrier integrity in a mouse model,"Mao XW, Nishiyama NC, Byrum SD, Stanbouly S, Jones T, Holley J, Sridharan V, Boerma M, Tackett AJ, Willey JS, Pecaut MJ, Delp MD.",FASEB J. 2020 Nov;34(11):15516-15530. doi: 10.1096/fj.202001754R. Epub 2020 Sep 26.,Mao XW,FASEB J,2020,9/27/20,PMC8191453,NIHMS1703525,10.1096/fj.202001754R
32971311,SARS-CoV-2 Pandemic Impacts on NASA Ground Operations to Protect ISS Astronauts,"Makedonas G, Mehta SK, Scheuring RA, Haddon R, Crucian BE.",J Allergy Clin Immunol Pract. 2020 Nov-Dec;8(10):3247-3250. doi: 10.1016/j.jaip.2020.08.064. Epub 2020 Sep 21.,Makedonas G,J Allergy Clin Immunol Pract,2020,9/24/20,PMC7503132,,10.1016/j.jaip.2020.08.064
32716109,Effect of simulated microgravity conditions of hindlimb unloading on mice hematopoietic and mesenchymal stromal cells,"Dai S, Kong F, Liu C, Xiao F, Dong X, Zhang Y, Wang H.",Cell Biol Int. 2020 Nov;44(11):2243-2252. doi: 10.1002/cbin.11432. Epub 2020 Aug 8.,Dai S,Cell Biol Int,2020,7/28/20,PMC7589432,,10.1002/cbin.11432
33122406,Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station,"Daudu R, Singh NK, Wood JM, Debieu M, O'Hara NB, Mason CE, Venkateswaran K.",Microbiol Resour Announc. 2020 Oct 29;9(44):e00701-20. doi: 10.1128/MRA.00701-20.,Daudu R,Microbiol Resour Announc,2020,10/30/20,PMC7595942,,10.1128/MRA.00701-20
33121542,Molecular repertoire of Deinococcus radiodurans after 1 year of exposure outside the International Space Station within the Tanpopo mission,"Ott E, Kawaguchi Y, Kölbl D, Rabbow E, Rettberg P, Mora M, Moissl-Eichinger C, Weckwerth W, Yamagishi A, Milojevic T.",Microbiome. 2020 Oct 29;8(1):150. doi: 10.1186/s40168-020-00927-5.,Ott E,Microbiome,2020,10/30/20,PMC7597052,,10.1186/s40168-020-00927-5
33106561,Addition of anaerobic electron acceptors to solid media did not enhance growth of 125 spacecraft bacteria under simulated low-pressure Martian conditions,"Schwendner P, Jobson ME, Schuerger AC.",Sci Rep. 2020 Oct 26;10(1):18290. doi: 10.1038/s41598-020-75222-2.,Schwendner P,Sci Rep,2020,10/27/20,PMC7588431,,10.1038/s41598-020-75222-2
33114008,Impact of a Model Used to Simulate Chronic Socio-Environmental Stressors Encountered during Spaceflight on Murine Intestinal Microbiota,"Alauzet C, Cunat L, Wack M, Lanfumey L, Legrand-Frossi C, Lozniewski A, Agrinier N, Cailliez-Grimal C, Frippiat JP.",Int J Mol Sci. 2020 Oct 23;21(21):7863. doi: 10.3390/ijms21217863.,Alauzet C,Int J Mol Sci,2020,10/29/20,PMC7672645,,10.3390/ijms21217863
33110938,COVID-19-The largest isolation study in history: the value of shared learnings from spaceflight analogs,"Choukér A, Stahn AC.",NPJ Microgravity. 2020 Oct 22;6:32. doi: 10.1038/s41526-020-00122-8. eCollection 2020.,Choukér A,NPJ Microgravity,2020,10/28/20,PMC7582843,,10.1038/s41526-020-00122-8
33102694,Towards a passive limitation of particle surface contamination in the Columbus module (ISS) during the MATISS experiment of the Proxima Mission,"Lemelle L, Campagnolo L, Mottin E, Le Tourneau D, Garre E, Marcoux P, Thévenot C, Maillet A, Barde S, Teisseire J, Nonglaton G, Place C.",NPJ Microgravity. 2020 Oct 20;6:29. doi: 10.1038/s41526-020-00120-w. eCollection 2020.,Lemelle L,NPJ Microgravity,2020,10/26/20,PMC7576818,,10.1038/s41526-020-00120-w
33117025,Spaceflight Associated Neuro-Ocular Syndrome (SANS): A Systematic Review and Future Directions,"Martin Paez Y, Mudie LI, Subramanian PS.",Eye Brain. 2020 Oct 19;12:105-117. doi: 10.2147/EB.S234076. eCollection 2020.,Martin Paez Y,Eye Brain,2020,10/29/20,PMC7585261,,10.2147/EB.S234076
